2 17000
3 13000
4 18000
5 24000
6 90000
7 138000
8 192000
3 13000
4 56000
5 191000
6 430000
7 610000
8 570000
9 3470000
4 23000
5 130000
6 1093000
7 2440000
8 4728000
9 34277000
10 60529000
5 33000
6 437000
7 1925000
8 11803000
9 33008000
10 692907000
11 2493226000
6 42000
7 1281000
8 7359000
9 30294000
10 359554000
11 5441058000
12 14594845000
7 161000
8 2130000
9 20161000
10 271402000
11 1195859000
12 31917547000
13 38778833000
8 71000
9 3026000
10 58991000
11 740832000
12 9392622000
13 244669228000
14 271066687000
