1000 1298000
2000 1357900
3000 1950200
4000 2609100
5000 3693400
6000 4173200
7000 5161600
8000 5920800
9000 6822900
10000 7651100
11000 8624900
12000 9286500
13000 10052700
14000 10890000
15000 11590800
16000 12269400
17000 13702500
18000 14326200
19000 15646900
20000 16423500
21000 16868300
22000 17688000
23000 18495600
24000 19280800
25000 20247500
26000 21096200
27000 21878700
28000 22714300
29000 23491100
30000 24371100
31000 25607800
32000 25895700
33000 27723900
34000 28665500
35000 29410900
36000 30518700
37000 32208600
38000 33316700
39000 34592200
40000 36293200
41000 36354500
42000 37801700
43000 38492100
44000 39125500
45000 40061200
46000 41014900
47000 42312300
48000 42912300
49000 43948100
50000 44600900
51000 45567000
52000 46542600
53000 47494200
54000 48318000
55000 49149900
56000 50185900
57000 51159500
58000 53496300
59000 54788300
60000 55383100
61000 56430200
62000 57670700
63000 58583900
64000 57779900
65000 56713700
66000 59412300
67000 60490600
68000 61454300
69000 62415200
70000 63191600
71000 64034400
72000 65142500
73000 66082400
74000 67062300
75000 68064500
76000 68295300
77000 69819700
78000 70275900
79000 70735500
80000 72120300
81000 72464800
82000 73313300
83000 74118400
84000 75251500
85000 76819300
86000 78147900
87000 78796500
88000 79544600
89000 80160300
90000 81209000
91000 82266800
92000 83158500
93000 84297500
94000 85330000
95000 86299000
96000 86347200
97000 87247400
98000 88774600
99000 91425200
100000 92524400
